brand_name,generic_name,manufacturer_name,product_ndc,route,product_type,rxcui,stock_quantity
basic care nighttime sleep aid,DIPHENHYDRAMINE HCL,Amazon.com Services LLC,72288-186,ORAL,HUMAN OTC DRUG,1248354,78
Ibuprofen,IBUPROFEN,"L.N.K. International, Inc.",50844-392,ORAL,HUMAN OTC DRUG,310965,79
Equate Calaspray,"PRAMOXINE HCL 1%, ZINC ACETATE 0.1%",Walmart Inc,79903-212,TOPICAL,HUMAN OTC DRUG,1294033,12
metyrosine,METYROSINE,Amneal Pharmaceuticals NY LLC,69238-1621,ORAL,HUMAN PRESCRIPTION DRUG,197980,15
Equate Cortisone,HYDROCORTISONE 1%,Walmart Inc,79903-213,TOPICAL,HUMAN OTC DRUG,317564,38
Metoprolol Succinate,METOPROLOL SUCCINATE,"Cardinal Health 107, LLC",55154-4698,ORAL,HUMAN PRESCRIPTION DRUG,866427,60
Cyclobenzaprine Hydrochloride,CYCLOBENZAPRINE HYDROCHLORIDE,"Rising Pharma Holdings, Inc.",16571-782,ORAL,HUMAN PRESCRIPTION DRUG,828320,6
Odomzo,SONIDEGIB,"Sun Pharmaceutical Industries, Inc.",47335-303,ORAL,HUMAN PRESCRIPTION DRUG,1659921,11
Lopressor,METOPROLOL TARTRATE,Validus Pharmaceuticals LLC,30698-458,ORAL,HUMAN PRESCRIPTION DRUG,866511,100
Alprazolam,ALPRAZOLAM,"NuCare Pharmaceuticals,Inc.",68071-3481,ORAL,HUMAN PRESCRIPTION DRUG,308047,18
Travatan Z,TRAVOPROST,Novartis Pharmaceuticals Corporation,0078-0946,OPHTHALMIC,HUMAN PRESCRIPTION DRUG,,93
Glipizide,GLIPIZIDE,Preferred Pharmaceuticals Inc..,68788-8138,ORAL,HUMAN PRESCRIPTION DRUG,310488,23
Simplify Antibacterial Hand Apple Blossom Scent,CHLOROXYLENOL,Rite Aid Corporation,11822-0281,TOPICAL,HUMAN OTC DRUG,413261,39
Simplify Antibacterial Hand Wipes,BENZALKONIUM CHLORIDE,Rite Aid Corporation,11822-0283,TOPICAL,HUMAN OTC DRUG,1038558,14
2000DL-CL30T,SPF30 BS TROPICAL,"Epic Laboratories, LLC",58418-004,TOPICAL,HUMAN OTC DRUG,,36
CAFIZETAMOL FORTE,"ACETAMINOPHEN, CAFFEINE",OPMX LLC,69729-147,ORAL,HUMAN OTC DRUG,307686,55
Migrafein FORTE,"ACETAMINOPHEN, CAFFEINE",OPMX LLC,69729-148,ORAL,HUMAN OTC DRUG,307686,42
ibuprofen,IBUPROFEN,Padagis Israel Pharmaceuticals Ltd,45802-897,ORAL,HUMAN OTC DRUG,197803,95
Neo-Lubrina Fuerte,"ACETAMINOPHEN, CAFFEINE",OPMX LLC,69729-149,ORAL,HUMAN OTC DRUG,307686,75
belif The true cream aqua bomb sunscreen Broad Spectrum SPF 50,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE","LG H&H Co.,Ltd.",53208-710,TOPICAL,HUMAN OTC DRUG,,100
Bosentan,BOSENTAN,Zydus Lifesciences Limited,70771-1017,ORAL,HUMAN PRESCRIPTION DRUG,349253,24
Esomeprazole Magnesium,ESOMEPRAZOLE MAGNESIUM,"Somerset Therapeutics, LLC",70069-814,ORAL,HUMAN PRESCRIPTION DRUG,606726,0
Olanzapine,OLANZAPINE,Jubilant Cadista Pharmacuticals Inc.,59746-306,ORAL,HUMAN PRESCRIPTION DRUG,312076,39
Dextromethorphan HBr 15 mg,DEXTROMETHORPHAN HBR,"Humanwell PuraCap Pharmaceutical (Wuhan), Ltd.",53345-011,ORAL,HUMAN OTC DRUG,1090487,12
Metoprolol Tartrate,METOPROLOL TARTRATE,REMEDYREPACK INC.,70518-2615,ORAL,HUMAN PRESCRIPTION DRUG,866924,30
ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,Bryant Ranch Prepack,71335-2764,ORAL,HUMAN PRESCRIPTION DRUG,854894,88
Neurostat,"CIMICIFUGA RACEMOSA, AGARICUS MUSCARIUS, COCCUS CACTI, CONIUM MACULATUM, CUPRUM METALLICUM, GELSEMIUM SEMPERVIRENS, LYCOPODIUM CLAVATUM, PHOSPHORUS, RHUS TOX, TARENTULA CUBENSIS, LATRODECTUS MACTANS, PYROGENIUM","Energique, Inc.",44911-0217,ORAL,HUMAN OTC DRUG,,62
Glatopa,GLATIRAMER ACETATE,Bryant Ranch Prepack,63629-8816,SUBCUTANEOUS,HUMAN PRESCRIPTION DRUG,1487361,78
Imatinib Mesylate,IMATINIB MESYLATE,Apotex Corp,60505-2900,ORAL,HUMAN PRESCRIPTION DRUG,403878,85
"Hendel Psoriasis, Eczema, Seborrhea","KEROSENE,GRAPHITE, CALCIUM SULFIDE, SEPIA OFFICINALIS JUICE, SULFUR, AND THUJA OCCIDENTALIS LEAFY TWIG",MediNatura Inc,62795-1126,ORAL,HUMAN OTC DRUG,,73
Dermarest Eczema Medicated,HYDROCORTISONE,Insight Pharmaceuticals LLC,63736-339,TOPICAL,HUMAN OTC DRUG,103403,99
exchange select nicotine,NICOTINE POLACRILEX,Army & Air Force Exchange Service,55301-873,ORAL,HUMAN OTC DRUG,359818,84
Rubraca,RUCAPARIB,pharmaand GmbH,82154-0783,ORAL,HUMAN PRESCRIPTION DRUG,1862584,51
Tazarotene,TAZAROTENE,Mayne Pharma,68308-745,TOPICAL,HUMAN PRESCRIPTION DRUG,,26
Sulfasalazine,SULFASALAZINE,"Chartwell RX, LLC.",62135-960,ORAL,HUMAN PRESCRIPTION DRUG,198232,28
Balsalazide Disodium,BALSALAZIDE DISODIUM,"Golden State Medical Supply, Inc.",51407-820,ORAL,HUMAN PRESCRIPTION DRUG,885857,24
GOJO RICH PINK Antibacterial Ltn Sp,CHLOROXYLENOL,"GOJO Industries, Inc.",21749-060,TOPICAL,HUMAN OTC DRUG,,31
Amoxicillin and Clavulanate Potassium,AMOXICILLIN AND CLAVULANATE POTASSIUM,A-S Medication Solutions,50090-6381,ORAL,HUMAN PRESCRIPTION DRUG,617430,71
Irbesartan,IRBESARTAN,REMEDYREPACK INC.,70518-1690,ORAL,HUMAN PRESCRIPTION DRUG,200095,35
DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,"Rising Pharma Holdings, Inc.",16571-260,ORAL,HUMAN PRESCRIPTION DRUG,991061,86
Fast Freeze Lidocaine,LIDOCAINE,"Natural Essentials, Inc.",66902-225,TOPICAL,HUMAN OTC DRUG,1869797,53
ENDOCET,OXYCODONE AND ACETAMINOPHEN,Bryant Ranch Prepack,63629-2189,ORAL,HUMAN PRESCRIPTION DRUG,1049221,79
Nighttime Cold/Flu Relief,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",ARMY AND AIR FORCE EXCHANGE SERVICE,55301-603,ORAL,HUMAN OTC DRUG,1094549,98
BACITRACIN,BACITRACIN,Meijer Distribution Inc,41250-844,TOPICAL,HUMAN OTC DRUG,1648110,79
Cyproheptadine Hydrochloride,CYPROHEPTADINE HYDROCHLORIDE,"Chartwell RX, LLC",62135-236,ORAL,HUMAN PRESCRIPTION DRUG,866144,96
Clonidine Hydrochloride,CLONIDINE HYDROCHLORIDE,Bryant Ranch Prepack,63629-2319,ORAL,HUMAN PRESCRIPTION DRUG,884189,94
Guaifenesin and Dextromethorphan HBr,GUAIFENESIN AND DEXTROMETHORPHAN HBR,Aurohealth LLC,58602-824,ORAL,HUMAN OTC DRUG,1298324,79
Prednisone,PREDNISONE,Bryant Ranch Prepack,71335-2051,ORAL,HUMAN PRESCRIPTION DRUG,198145,31
Zingiber Officinale,ZINGIBER OFFICINALE,"Hahnemann Laboratories, INC.",37662-3696,ORAL,HUMAN OTC DRUG,,18
Extra Strength gas relief,SIMETHICONE,"PUBLIX SUPER MARKETS, INC,",41415-110,ORAL,HUMAN OTC DRUG,314221,66
Aveeno Baby Calming Comfort,DIMETHICONE,Kenvue Brands LLC,69968-0656,TOPICAL,HUMAN OTC DRUG,876980,59
Ketoconazole,KETOCONAZOLE,Bryant Ranch Prepack,63629-8820,TOPICAL,HUMAN PRESCRIPTION DRUG,203088,46
Phytonadione,PHYTONADIONE,"Fresenius Kabi USA, LLC",65219-635,INTRAMUSCULAR,HUMAN PRESCRIPTION DRUG,1670192,32
Nitrous Oxide,NITROUS OXIDE,"Red Ball Oxygen Co., Inc.",46362-003,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,347166,75
Cetaphil Eczema Rapid Relief Cream,COLLOIDAL OATMEAL,"Galderma Laboratories, L.P.",0299-4144,TOPICAL,HUMAN OTC DRUG,1189915,69
COMFORTLAX,POLYETHYLENE GLYCOL 3350,"Family Dollar Stores, LLC",55319-056,ORAL,HUMAN OTC DRUG,876193,39
Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,A-S Medication Solutions,50090-6987,ORAL,HUMAN PRESCRIPTION DRUG,199903,67
Aripiprazole,ARIPIPRAZOLE,Preferred Pharmaceuticals Inc.,68788-8502,ORAL,HUMAN PRESCRIPTION DRUG,349490,5
Sheer Defense Tinted Moisturizer SPF 15 ML 40 Merle Norman,"OCTINOXATE, TITANIUM DIOXIDE","Merle Norman Cosmetics, Inc.",57627-156,TOPICAL,HUMAN OTC DRUG,,88
SENNA-S,"SENNA AND DOCUSATE SODIUM TABLETS, 8.6 MG AND 50 MG",HealthLife of USA LLC,69517-131,ORAL,HUMAN OTC DRUG,998740,72
Tiger Balm Neck and Shoulder Rub,CAMPHOR (SYNTHETIC) AND MENTHOL,Haw Par Healthcare Ltd.,66761-341,TOPICAL,HUMAN OTC DRUG,,50
DR.JART EVERY SUN DAY MINERAL SUN SCREEN,"TITANIUM DIOXIDE, ZINC OXIDE","Have & Be Co., Ltd.",49404-306,TOPICAL,HUMAN OTC DRUG,,96
NIGHTTIME COLD AND FLU CHERRY,"PHENYLEPHRINE, DEXTROMETHORPHAN HYDROBROMIDE, ACETAMINOPHEN, DOXYLAMINE SUCCINATE",Walgreen Company,0363-9144,ORAL,HUMAN OTC DRUG,,17
Shailee Psoriasis Treatment,SALICYLIC ACID,"Foshan Sugar Max Cosmetics CO.,Ltd",84938-008,TOPICAL,HUMAN OTC DRUG,205023,40
DR.JART EVERY SUN DAY SUN FLUID,"HOMOSALATE, OCTINOXATE, OCTISALATE, OCTOCRYLENE, AVOBENZONE","Have & Be Co., Ltd.",49404-307,TOPICAL,HUMAN OTC DRUG,,1
Dr.Jart Premium Beauty Balm Fair-Light,"ZINC OXIDE, TITANIUM DIOXIDE, OCTINOXATE, OCTISALATE","Have & Be Co., Ltd.",49404-301,TOPICAL,HUMAN OTC DRUG,,22
Bupivacaine Hydrochloride,BUPIVACAINE HYDROCHLORIDE,"Hospira, Inc.",0409-1159,EPIDURAL,HUMAN PRESCRIPTION DRUG,1012377,32
Dr.Jart Premium Beauty Balm Light Medium-Medium,"ZINC OXIDE, TITANIUM DIOXIDE, OCTINOXATE, OCTISALATE","Have & Be Co., Ltd.",49404-302,TOPICAL,HUMAN OTC DRUG,,52
Dr.Jart Premium Beauty Balm Medium-Tan,"ZINC OXIDE, TITANIUM DIOXIDE, OCTINOXATE, OCTISALATE","Have & Be Co., Ltd.",49404-303,TOPICAL,HUMAN OTC DRUG,,23
Alocane Botanicals,LIDOCAINE HYDROCHLORIDE,"Quest Products, LLC.",68229-405,TOPICAL,HUMAN OTC DRUG,1045432,56
Cefepime,CEFEPIME,Apotex Corp.,60505-6245,INTRAMUSCULAR,HUMAN PRESCRIPTION DRUG,1665088,13
Doxycycline Monohydrate,DOXYCYCLINE MONOHYDRATE,"Chartwell RX, LLC.",62135-260,ORAL,HUMAN PRESCRIPTION DRUG,700408,60
Amphotericin B,AMPHOTERICIN B,"Sun Pharmaceutical Industries, Inc.",62756-954,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,967385,25
Lovastatin,LOVASTATIN,A-S Medication Solutions,50090-0759,ORAL,HUMAN PRESCRIPTION DRUG,197904,81
Hydrocortisone,HYDROCORTISONE,Preferred Pharmaceuticals Inc.,68788-8583,TOPICAL,HUMAN PRESCRIPTION DRUG,310891,42
SODIUM SULFACETAMIDE AND SULFUR,"SULFACETAMIDE SODIUM, SULFUR","BioComp Pharma, Inc.",44523-607,TOPICAL,HUMAN PRESCRIPTION DRUG,1005856,39
WALGREEN ADULT COUGH PLUS CHEST CONGESTION DM,DEXTROMETHORPHAN HYDROBROMIDE AND GUAIFENESIN,WALGREEN COMPANY,0363-7440,ORAL,HUMAN OTC DRUG,1790650,81
Salicylic Acid,WART REMOVER LIQUID,Geiss Destin & Dunn Inc.,50804-748,TOPICAL,HUMAN OTC DRUG,,9
TopCare Antibacterial Plus Urinary Pain Relief,"METHENAMINE, SODIUM SALICYLATE",Topco Associates LLC,36800-314,ORAL,HUMAN OTC DRUG,1489932,40
EZETIMIBE,EZETIMIBE,Bryant Ranch Prepack,71335-3092,ORAL,HUMAN PRESCRIPTION DRUG,349556,4
Dasatinib,DASATINIB,BluePoint Laboratories,68001-660,ORAL,HUMAN PRESCRIPTION DRUG,,18
Quetiapine fumarate,QUETIAPINE FUMARATE,REMEDYREPACK INC.,70518-1918,ORAL,HUMAN PRESCRIPTION DRUG,317174,71
GOODYS MAX,"ACETAMINOPHEN, ASPIRIN, AND CAFFEINE",Medtech Products Inc.,63029-668,ORAL,HUMAN OTC DRUG,2734143,45
Medicated Foaming Feminine,"LACTIC ACID, BORIC ACID, CHLORHEXIDINE GLUCONATE, CNIDIUM MONNIERI FRUIT, LEVOMENOL",Rida LLC,83004-015,TOPICAL,HUMAN OTC DRUG,,33
Nitrogen,NITROGEN,"Mississippi Welders Supply Company, Inc.",51996-003,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,311998,14
Tobramycin,TOBRAMYCIN,Gland Pharma Limited,68083-241,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,597823,75
Cephalexin,CEPHALEXIN,A-S Medication Solutions,50090-0081,ORAL,HUMAN PRESCRIPTION DRUG,309114,11
TheraTears Dry and Tired,CARBOXYMETHYLCELLULOSE SODIUM,MEDTECH PRODUCTS INC,58790-013,OPHTHALMIC,HUMAN OTC DRUG,1188426,37
CINACALCET,CINACALCET,Cipla USA Inc.,69097-410,ORAL,HUMAN PRESCRIPTION DRUG,432400,94
Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc.",53489-676,ORAL,HUMAN PRESCRIPTION DRUG,803353,13
Primidone,PRIMIDONE,Amneal Pharmaceuticals LLC,65162-544,ORAL,HUMAN PRESCRIPTION DRUG,96304,92
Alba Botanica Maximum Sunscreen SPF 70,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE","Hain Celestial Group, Inc",61995-3035,TOPICAL,HUMAN OTC DRUG,,4
Imipramine Hydrochloride,IMIPRAMINE HYDROCHLORIDE,REMEDYREPACK INC.,70518-3526,ORAL,HUMAN PRESCRIPTION DRUG,835564,41
LISINOPRIL,LISINOPRIL,Preferred Pharmaceuticals Inc.,68788-6920,ORAL,HUMAN PRESCRIPTION DRUG,314077,14
Olopatadine Hydrochloride Ophthalmic Solution,OLOPATADINE HYDROCHLORIDE OPHTHALMIC SOLUTION,Target Corporation,11673-689,OPHTHALMIC,HUMAN OTC DRUG,1111339,76
MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,A-S Medication Solutions,50090-7244,ORAL,HUMAN PRESCRIPTION DRUG,311787,27
Metaxalone,METAXALONE,"Asclemed USA, Inc.",76420-232,ORAL,HUMAN PRESCRIPTION DRUG,351254,32
Lancome Paris High Resolution Refill 3X Triple Action Renewal Anti Wrinkle Broad Spectrum SPF 15 Sunscreen,"AVOBENZONE, OCTISALATE AND OCTOCRYLENE",L'Oreal USA Products Inc,49967-502,TOPICAL,HUMAN OTC DRUG,,21
chlorpromazine hydrochloride,CHLORPROMAZINE HYDROCHLORIDE,Advagen Pharma Ltd,72888-457,ORAL,HUMAN PRESCRIPTION DRUG,991053,6
Goodmeds Extra Strength Pain Relief PM,"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE",Cabinet Health P.B.C.,82725-4124,ORAL,HUMAN OTC DRUG,1092189,81
Powerbright Moisturizer SPF 50,"OCTOCRYLENE, HOMOSALATE, AVOBENZONE, AND OCTISALATE","Dermalogica, LLC.",68479-020,TOPICAL,HUMAN OTC DRUG,,74
Natazia,ESTRADIOL VALERATE AND ESTRADIOL VALERATE/DIENOGEST,Bayer HealthCare Pharmaceuticals Inc.,50419-409,,HUMAN PRESCRIPTION DRUG,748797,41
topiramate,TOPIRAMATE,Bryant Ranch Prepack,72162-2482,ORAL,HUMAN PRESCRIPTION DRUG,199889,88
Bupivacaine Hydrochloride,BUPIVACAINE HYDROCHLORIDE,ONESOURCE SPECIALTY PHARMA LIMITED,83270-168,INFILTRATION,HUMAN PRESCRIPTION DRUG,1012396,36
Meclizine HCL,MECLIZINE HCL 25MG CHEWABLE TABLETS,"Aphena Pharma Solutions - Tennessee, LLC",71610-528,ORAL,HUMAN OTC DRUG,995632,31
Dexamethasone Sodium Phosphate,DEXAMETHASONE SODIUM PHOSPHATE,Phlow Corporation,81565-202,INTRAMUSCULAR,HUMAN PRESCRIPTION DRUG,1812194,92
Guaifenesin and Dextromethorphan HBr,GUAIFENESIN AND DEXTROMETHORPHAN HBR,Aurohealth LLC,58602-825,ORAL,HUMAN OTC DRUG,1099074,47
Ecolab,BENZALKONIUM CHLORIDE,Ecolab Inc.,47593-593,TOPICAL,HUMAN OTC DRUG,1549867,22
Skinfuse Shield SPF 30,ZINC OXIDE,"Owen Biosciences, Inc.",59958-240,TOPICAL,HUMAN OTC DRUG,,6
Multi-Strain Candida Relief,"ABIES CANADENSIS, AGARICUS MUSCARIUS, ALLIUM CEPA, ALLIUM SATIVUM, ALOE, ANTIMONIUM CRUDUM, ASAFOETIDA, BORAX, CANDIDA ALBICANS, CANDIDA PARAPSILOSIS, CARPINUS BETULUS, FLOS, IGNATIA AMARA, LACHESIS MUTUS, LYCOPODIUM CLAVATUM, MALUS PUMILA, FLOS, OLEA EUROPAEA, FLOS, PHOSPHORICUM ACIDUM, PHYTOLACCA DECANDRA, PULSATILLA, SABADILLA, STICTA PULMONARIA, SULPHUR AND THUJA OCCIDENTALIS",King Bio Inc.,57955-9998,ORAL,HUMAN OTC DRUG,,100
Ultra Light Invisible SPF 40 sunscreen,"HOMOSALATE 8%, OCTISALATE 5.0%, AVOBENZONE 3.0%, OCTOCRYLENE 4.0%",RK Shea LLC,84190-001,TOPICAL,HUMAN OTC DRUG,,41
Potassium Chloride in Dextrose,"DEXTROSE MONOHYDRATE AND POTASSIUM CHLORIDE INJECTION, SOLUTION",ICU Medical Inc.,0990-7905,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,309783,55
MINOXIDIL,MINOXIDIL,AvKARE,42291-618,ORAL,HUMAN PRESCRIPTION DRUG,197986,63
DORZOLAMIDE HYDROCHLORIDE TIMOLOL MALEATE,DORZOLAMIDE HYDROCHLORIDE TIMOLOL MALEATE,"Florida Pharmaceutical Products, LLC",71921-226,OPHTHALMIC,HUMAN PRESCRIPTION DRUG,1923432,42
BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,A-S Medication Solutions,50090-1647,TOPICAL,HUMAN PRESCRIPTION DRUG,197407,77
Fluvastatin,FLUVASTATIN,Bryant Ranch Prepack,71335-2933,ORAL,HUMAN PRESCRIPTION DRUG,310405,85
Ondansetron,ONDANSETRON,A-S Medication Solutions,50090-1659,ORAL,HUMAN PRESCRIPTION DRUG,104894,67
LOreal Paris Revitalift Derm Intensives Invisible UV Fluid Broad Spectrum SPF 50 Sunscreen,"AVOBENZONE, HOMOSALATE, OCTISALATE, AND OCTOCRYLENE",L'Oreal USA Products Inc,49967-011,TOPICAL,HUMAN OTC DRUG,,20
Dawn Ultra Antibacterial Hand Apple Blossom Scent,CHLOROXYLENOL,The Procter & Gamble Manufacturing Company,37000-616,TOPICAL,HUMAN OTC DRUG,,26
Pulsatilla 7131,PULSATILLA,Professional Complementary Health Formulas,63083-7131,ORAL,HUMAN OTC DRUG,,37
Clotrimazole,CLOTRIMAZOLE TOPICAL,Novitium Pharma LLC,70954-036,TOPICAL,HUMAN PRESCRIPTION DRUG,309370,6
CARBINOXAMINE MALEATE,CARBINOXAMINE MALEATE,"Leading Pharma, LLC",69315-239,ORAL,HUMAN PRESCRIPTION DRUG,1795581,61
SMOOTH GATOR Head-Ezz Analgesic,MENTHOL,Smooth Gator LLC,70673-501,TOPICAL,HUMAN OTC DRUG,1442261,77
EVEN BETTER CLINICAL ACNE SOLUTIONS,SALICYLIC ACID,CLINIQUE LABORATORIES LLC,49527-114,TOPICAL,HUMAN OTC DRUG,199308,79
Amlodipine and Benazepril Hydrochloride,AMLODIPINE AND BENAZEPRIL HYDROCHLORIDE,"PD-Rx Pharmaceuticals, Inc.",72789-412,ORAL,HUMAN PRESCRIPTION DRUG,898342,24
Levetiracetam,LEVETIRACETAM,A-S Medication Solutions,50090-6378,ORAL,HUMAN PRESCRIPTION DRUG,387003,96
VENXXIVA,TIOPRONIN,Cycle Pharmaceuticals Ltd.,70709-121,ORAL,HUMAN PRESCRIPTION DRUG,2178075,31
Solifenacin succinate,SOLIFENACIN SUCCINATE,"Actavis Pharma, Inc.",0591-3795,ORAL,HUMAN PRESCRIPTION DRUG,477367,35
Polyethylene Glycol 3350,POLYETHYLENE GLYCOL 3350,BluePoint Laboratories,68001-607,ORAL,HUMAN OTC DRUG,876193,29
Acetaminophen,ACETAMINOPHEN,VALU MERCHANDISERS COMPANY,63941-404,ORAL,HUMAN OTC DRUG,198440,40
PUBLIX,CALCIUM POLYCARBOPHIL,"PUBLIX SUPER MARKETS, INC",41415-021,ORAL,HUMAN OTC DRUG,308934,19
Ibuprofen,IBUPROFEN,VALU MERCHANDISERS COMPANY,63941-209,ORAL,HUMAN OTC DRUG,310965,99
Boron,BORON,"Pharma Packaging Solutions, LLC dba Tjoapack LLC",75929-109,ORAL,HUMAN OTC DRUG,,46
Publix Stimulant Laxative,BISACODYL,"PUBLIX SUPER MARKETS, INC",41415-116,ORAL,HUMAN OTC DRUG,308753,47
Nighttime Cold and Flu,"ACETAMINOPHEN, DEXTROMETHORPHAN, DOXYLAMINE SUCCINATE",Walgreen Company,0363-9143,ORAL,HUMAN OTC DRUG,,43
ISA KNOX ANEW SOLAIRE EVERYDAY MINERAL FACE PROTECTION BROAD SPECTRUM SPF 50 SUNSCREEN,ZINC OXIDE,fmg Co.Ltd,72330-512,TOPICAL,HUMAN OTC DRUG,,14
belif The true cream aqua bomb sunscreen Broad Spectrum SPF 50,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",fmg Co.Ltd,72330-710,TOPICAL,HUMAN OTC DRUG,,59
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,"XGen Pharmaceuticals DJB, Inc.",39822-0250,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,1734917,99
ISA KNOX ANEW SOLAIRE EVERYDAY FACE PROTECTION BROAD SPECTRUM SPF 50 SUNSCREEN,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",fmg Co.Ltd,72330-503,TOPICAL,HUMAN OTC DRUG,,84
OneSkin OS-01 SHIELD Broad Spectrum SPF 30 Mineral Sunscreen Tinted,ZINC OXIDE,Allure Labs,62742-4228,TOPICAL,HUMAN OTC DRUG,,72
Hydro Gel,GLYCERIN 20%,Trifecta Pharmaceuticals USA LLC,69396-127,TOPICAL,HUMAN OTC DRUG,,44
Diclofenac sodium,DICLOFENAC SODIUM,Alembic Pharmaceuticals Inc.,62332-487,TOPICAL,HUMAN PRESCRIPTION DRUG,1487074,44
Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,"ScieGen Pharmaceuticals, Inc.",50228-111,ORAL,HUMAN PRESCRIPTION DRUG,197770,18
Tungsten Sulphuratum,TUNGSTEN SULPHURATUM,"Hahnemann Laboratories, INC.",37662-3704,ORAL,HUMAN OTC DRUG,,22
Metaxalone,METAXALONE,Dr. Reddys Laboratories Limited,55111-650,ORAL,HUMAN PRESCRIPTION DRUG,351254,7
Lisinopril and Hydrochlorothiazide,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,Bryant Ranch Prepack,71335-1992,ORAL,HUMAN PRESCRIPTION DRUG,197885,39
Miconazole Nitrate,ATHLETES FOOT POWDER SPRAY TALC FREE,"Harris Teeter, LLC",69256-039,TOPICAL,HUMAN OTC DRUG,998428,48
Pain Reliveing Patch,LIDOCAINE 4%,simple diagnostics,62379-201,TOPICAL,HUMAN OTC DRUG,1737778,90
PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM INJECTION,Alembic Pharmaceuticals Limited,46708-071,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,283669,92
STA-HARD,DESENSITIZING LUBRICANT,"Novelties by Nasswalk, Inc.",83608-102,TOPICAL,HUMAN OTC DRUG,,1
Clopidogrel,CLOPIDOGREL,A-S Medication Solutions,50090-5781,ORAL,HUMAN PRESCRIPTION DRUG,309362,30
ABOVE INTIMATE LIQUIDSOAP,ABOVE INTIMATE,BASTON INDUSTRIA DE AEROSSOIS LTDA,73306-1161,TOPICAL,HUMAN OTC DRUG,,5
Severe Cold and Flu,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE, PHENYLEPHRINE HCL",Walgreen Company,0363-0763,ORAL,HUMAN OTC DRUG,1431245,98
Ciclopirox,CICLOPIROX,Padagis Israel Pharmaceuticals Ltd,45802-141,TOPICAL,HUMAN PRESCRIPTION DRUG,309291,77
Allergy Relief,DIPHENHYDRAMINE HCL,"Harris Teeter, LLC",69256-292,ORAL,HUMAN OTC DRUG,1049906,3
Pacerone,AMIODARONE HYDROCHLORIDE,"Aphena Pharma Solutions - Tennessee, LLC",71610-787,ORAL,HUMAN PRESCRIPTION DRUG,833528,24
Sodium Fluoride 5000 ppm Sensitive,"SODIUM FLUORIDE1.1%, POTASSIUM NITRATE 5%",Sheffield Pharmaceuticals LLC,11527-704,DENTAL,HUMAN PRESCRIPTION DRUG,,63
MedPride Sterile,BENZALKONIUM CHLORIDE,Shield Line LLC,52410-4150,TOPICAL,HUMAN OTC DRUG,1043307,30
Cold-EEZE Cold Remedy,"ZINC GLUCONATE, SAMBUCUS NIGRA, AVENA SATIVA L., ROSA CANINA, ECHINACEA PURPUREA",Vespyr Brands Inc,71179-323,ORAL,HUMAN OTC DRUG,,76
Fluconazole,FLUCONAZOLE,Sagent Pharmaceuticals,25021-184,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,1721314,22
DEXAMETHASONE,DEXAMETHASONE,Kanchan Healthcare Inc,85742-004,ORAL,HUMAN PRESCRIPTION DRUG,309686,19
Topcare ClearLax,POLYETHYLENE GLYCOL 3350,Topco Associates LLC,76162-119,ORAL,HUMAN OTC DRUG,876193,65
DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,ST. MARY'S MEDICAL PARK PHARMACY,60760-723,ORAL,HUMAN PRESCRIPTION DRUG,1650143,91
Sarracenia Purpurea,SARRACENIA PURPUREA,"Hahnemann Laboratories, INC.",37662-3809,ORAL,HUMAN OTC DRUG,,38
Amlodipine and Olmesartan Medoxomil,AMLODIPINE AND OLMESARTAN MEDOXOMIL,Amneal Pharmaceuticals NY LLC,69238-2673,ORAL,HUMAN PRESCRIPTION DRUG,730861,82
OneSkin OS-01 SHIELD Broad Spectrum SPF 30 Mineral Sunscreen Untinted,ZINC OXIDE,Allure Labs,62742-4229,TOPICAL,HUMAN OTC DRUG,,21
